zzzzzzls,7,39
zzzzzzlt,5,34
zzzzzzlu,1,16
zzzzzzlv,0,6
zzzzzzlw,6,17
zzzzzzlx,3,33
zzzzzzly,5,15
zzzzzzlz,0,43
zzzzzzma,3,25
zzzzzzmb,1,0
zzzzzzmc,4,20
zzzzzzmd,6,22
zzzzzzme,4,6
zzzzzzmf,2,10
zzzzzzmg,6,16
zzzzzzmh,4,44
zzzzzzmi,8,14
zzzzzzmj,3,32
zzzzzzmk,0,19
zzzzzzml,1,44
zzzzzzmm,2,47
zzzzzzmn,8,39
zzzzzzmo,2,41
zzzzzzmp,5,10
zzzzzzmq,7,9
zzzzzzmr,3,35
zzzzzzms,1,20
zzzzzzmt,9,12
zzzzzzmu,0,36
zzzzzzmv,8,46
zzzzzzmw,2,49
zzzzzzmx,7,9
zzzzzzmy,4,40
zzzzzzmz,7,22
zzzzzzna,4,22
zzzzzznb,5,4
zzzzzznc,8,37
zzzzzznd,2,48
zzzzzzne,3,45
zzzzzznf,4,18
zzzzzzng,4,14
zzzzzznh,4,48
zzzzzzni,3,5
zzzzzznj,1,12
zzzzzznk,1,44
zzzzzznl,8,48
zzzzzznm,5,27
zzzzzznn,7,4
zzzzzzno,4,20
zzzzzznp,0,4
zzzzzznq,5,17
zzzzzznr,7,44
zzzzzzns,0,7
zzzzzznt,0,26
zzzzzznu,2,22
zzzzzznv,6,47
zzzzzznw,4,40
zzzzzznx,0,24
zzzzzzny,2,10
zzzzzznz,6,16
zzzzzzoa,7,18
zzzzzzob,6,35
zzzzzzoc,2,30
zzzzzzod,7,16
zzzzzzoe,7,42
zzzzzzof,3,44
zzzzzzog,9,40
zzzzzzoh,6,13
zzzzzzoi,5,15
zzzzzzoj,3,37
zzzzzzok,5,23
zzzzzzol,1,12
zzzzzzom,7,25
zzzzzzon,5,33
zzzzzzoo,6,16
zzzzzzop,6,47
zzzzzzoq,8,4
zzzzzzor,0,31
zzzzzzos,4,44
zzzzzzot,8,0
zzzzzzou,8,19
zzzzzzov,0,7
zzzzzzow,6,16
zzzzzzox,9,2
zzzzzzoy,3,5
zzzzzzoz,3,47
zzzzzzpa,4,5
zzzzzzpb,9,8
zzzzzzpc,6,41
zzzzzzpd,8,12
zzzzzzpe,6,6
zzzzzzpf,6,28
zzzzzzpg,0,17
zzzzzzph,4,13
zzzzzzpi,2,36
zzzzzzpj,5,14
zzzzzzpk,7,21
zzzzzzpl,9,40
zzzzzzpm,6,25
zzzzzzpn,5,6
zzzzzzpo,8,11
zzzzzzpp,2,40
zzzzzzpq,3,49
zzzzzzpr,0,13
zzzzzzps,4,16
zzzzzzpt,8,25
zzzzzzpu,8,14
zzzzzzpv,5,6
zzzzzzpw,1,47
zzzzzzpx,9,44
zzzzzzpy,9,22
zzzzzzpz,4,20
zzzzzzqa,2,19
zzzzzzqb,7,21
zzzzzzqc,2,3
zzzzzzqd,6,39
zzzzzzqe,9,26
zzzzzzqf,6,8
zzzzzzqg,5,24
zzzzzzqh,4,1
zzzzzzqi,5,8
zzzzzzqj,7,14
zzzzzzqk,3,43
zzzzzzql,7,3
zzzzzzqm,0,1
zzzzzzqn,3,16
zzzzzzqo,7,43
zzzzzzqp,3,24
zzzzzzqq,9,41
zzzzzzqr,7,20
zzzzzzqs,8,37
zzzzzzqt,9,12
zzzzzzqu,4,2
zzzzzzqv,3,33
zzzzzzqw,9,46
zzzzzzqx,7,48
zzzzzzqy,3,9
zzzzzzqz,5,4
zzzzzzra,7,31
zzzzzzrb,4,45
zzzzzzrc,1,28
zzzzzzrd,4,21
zzzzzzre,1,15
zzzzzzrf,4,28
zzzzzzrg,8,2
zzzzzzrh,0,48
zzzzzzri,6,40
zzzzzzrj,1,20
zzzzzzrk,1,12
zzzzzzrl,2,44
zzzzzzrm,9,44
zzzzzzrn,4,29
zzzzzzro,2,43
zzzzzzrp,5,13
zzzzzzrq,8,21
zzzzzzrr,6,31
zzzzzzrs,5,35
zzzzzzrt,7,37
zzzzzzru,7,33
zzzzzzrv,5,26
zzzzzzrw,2,17
zzzzzzrx,6,41
zzzzzzry,3,2
zzzzzzrz,5,27
zzzzzzsa,4,33
zzzzzzsb,3,38
zzzzzzsc,1,30
zzzzzzsd,3,14
zzzzzzse,9,12
zzzzzzsf,5,34
zzzzzzsg,2,44
zzzzzzsh,8,30
zzzzzzsi,7,31
zzzzzzsj,8,46
zzzzzzsk,1,38
zzzzzzsl,0,13
zzzzzzsm,5,32
zzzzzzsn,3,14
zzzzzzso,3,25
zzzzzzsp,4,43
zzzzzzsq,1,35
zzzzzzsr,2,10
zzzzzzss,1,7
zzzzzzst,5,3
zzzzzzsu,6,49
zzzzzzsv,2,3
zzzzzzsw,0,12
zzzzzzsx,2,11
zzzzzzsy,9,35
zzzzzzsz,9,27
zzzzzzta,6,12
zzzzzztb,3,5
zzzzzztc,8,43
zzzzzztd,4,48
zzzzzzte,9,45
zzzzzztf,7,38
zzzzzztg,4,32
zzzzzzth,7,19
zzzzzzti,2,28
zzzzzztj,7,22
zzzzzztk,5,22
zzzzzztl,1,43
zzzzzztm,1,44
zzzzzztn,0,9
zzzzzzto,6,40
zzzzzztp,4,48
zzzzzztq,6,0
zzzzzztr,9,29
zzzzzzts,2,21
zzzzzztt,8,30
zzzzzztu,1,23
zzzzzztv,7,33
zzzzzztw,8,3
zzzzzztx,2,27
zzzzzzty,0,30
zzzzzztz,9,36
zzzzzzua,1,3
zzzzzzub,3,16
zzzzzzuc,8,25
zzzzzzud,4,25
zzzzzzue,9,49
zzzzzzuf,2,9
zzzzzzug,2,48
zzzzzzuh,4,21
zzzzzzui,4,24
zzzzzzuj,4,30
zzzzzzuk,1,37
zzzzzzul,8,39
zzzzzzum,6,20
zzzzzzun,7,32
zzzzzzuo,4,4
zzzzzzup,0,11
zzzzzzuq,4,24
zzzzzzur,3,35
zzzzzzus,4,23
zzzzzzut,4,24
zzzzzzuu,8,2
zzzzzzuv,2,41
zzzzzzuw,0,20
zzzzzzux,8,46
zzzzzzuy,8,17
zzzzzzuz,5,10
zzzzzzva,9,19
zzzzzzvb,0,27
zzzzzzvc,3,4
zzzzzzvd,2,42
zzzzzzve,9,5
zzzzzzvf,4,35
zzzzzzvg,8,35
zzzzzzvh,3,40
zzzzzzvi,1,5
zzzzzzvj,7,46
zzzzzzvk,6,8
zzzzzzvl,7,31
zzzzzzvm,8,22
zzzzzzvn,0,17
zzzzzzvo,4,40
zzzzzzvp,2,11
zzzzzzvq,0,8
zzzzzzvr,4,5
zzzzzzvs,2,38
zzzzzzvt,9,13
zzzzzzvu,6,4
zzzzzzvv,3,1
zzzzzzvw,5,45
zzzzzzvx,5,49
zzzzzzvy,1,1
zzzzzzvz,4,22
zzzzzzwa,9,39
zzzzzzwb,7,27
zzzzzzwc,8,12
zzzzzzwd,7,35
zzzzzzwe,7,42
zzzzzzwf,9,22
zzzzzzwg,8,32
zzzzzzwh,6,43
zzzzzzwi,4,7
zzzzzzwj,3,9
zzzzzzwk,5,13
zzzzzzwl,6,42
zzzzzzwm,7,10
zzzzzzwn,1,11
zzzzzzwo,1,20
zzzzzzwp,3,30
zzzzzzwq,2,6
zzzzzzwr,7,1
zzzzzzws,8,43
zzzzzzwt,1,23
zzzzzzwu,4,48
zzzzzzwv,9,34
zzzzzzww,8,42
zzzzzzwx,5,23
zzzzzzwy,7,33
zzzzzzwz,2,26
zzzzzzxa,4,18
zzzzzzxb,3,18
zzzzzzxc,7,14
zzzzzzxd,0,38
zzzzzzxe,2,28
zzzzzzxf,3,24
zzzzzzxg,7,32
zzzzzzxh,3,2
zzzzzzxi,3,4
zzzzzzxj,0,16
zzzzzzxk,5,32
zzzzzzxl,3,2
zzzzzzxm,0,0
zzzzzzxn,0,18
zzzzzzxo,7,40
zzzzzzxp,9,49
zzzzzzxq,3,37
zzzzzzxr,2,35
zzzzzzxs,5,39
zzzzzzxt,6,2
zzzzzzxu,0,37
zzzzzzxv,2,27
zzzzzzxw,9,1
zzzzzzxx,6,43
zzzzzzxy,3,41
zzzzzzxz,2,12
zzzzzzya,8,38
zzzzzzyb,5,37
zzzzzzyc,1,43
zzzzzzyd,4,37
zzzzzzye,5,47
zzzzzzyf,5,16
zzzzzzyg,7,29
zzzzzzyh,8,2
zzzzzzyi,3,39
zzzzzzyj,0,34
zzzzzzyk,6,19
zzzzzzyl,7,39
zzzzzzym,9,46
zzzzzzyn,8,13
zzzzzzyo,2,39
zzzzzzyp,5,20
zzzzzzyq,2,10
zzzzzzyr,1,10
zzzzzzys,8,46
zzzzzzyt,5,38
zzzzzzyu,1,23
zzzzzzyv,7,26
zzzzzzyw,6,44
zzzzzzyx,9,40
zzzzzzyy,6,18
zzzzzzyz,8,11
zzzzzzza,5,18
zzzzzzzb,9,19
zzzzzzzc,2,24
zzzzzzzd,3,27
zzzzzzze,5,29
zzzzzzzf,6,16
zzzzzzzg,8,8
zzzzzzzh,9,29
zzzzzzzi,0,43
zzzzzzzj,6,16
zzzzzzzk,6,35
zzzzzzzl,5,11
zzzzzzzm,7,6
zzzzzzzn,4,11
zzzzzzzo,6,16
zzzzzzzp,4,47
zzzzzzzq,8,36
zzzzzzzr,0,24
zzzzzzzs,7,12
zzzzzzzt,5,10
zzzzzzzu,3,1
zzzzzzzv,5,46
zzzzzzzw,0,7
zzzzzzzx,3,48
zzzzzzzy,8,29
zzzzzzzz,3,7
zzzzzzzaa,7,23
zzzzzzzab,9,19
zzzzzzzac,9,22
zzzzzzzad,1,39
zzzzzzzae,4,25
zzzzzzzaf,9,41
zzzzzzzag,7,41
zzzzzzzah,6,4
zzzzzzzai,7,47
zzzzzzzaj,4,20
zzzzzzzak,3,35
zzzzzzzal,3,32
zzzzzzzam,1,14
zzzzzzzan,5,4
zzzzzzzao,2,11
zzzzzzzap,6,42
zzzzzzzaq,7,34
zzzzzzzar,3,2
zzzzzzzas,4,15
zzzzzzzat,0,43
zzzzzzzau,0,6
zzzzzzzav,0,30
zzzzzzzaw,6,44
zzzzzzzax,7,30
zzzzzzzay,8,17
zzzzzzzaz,0,19
zzzzzzzba,3,34
zzzzzzzbb,6,48
zzzzzzzbc,1,36
zzzzzzzbd,0,26
zzzzzzzbe,6,6
zzzzzzzbf,8,15
zzzzzzzbg,7,15
zzzzzzzbh,4,25
zzzzzzzbi,3,25
zzzzzzzbj,4,21
zzzzzzzbk,3,7
zzzzzzzbl,3,39
zzzzzzzbm,6,2
zzzzzzzbn,5,42
zzzzzzzbo,7,44
zzzzzzzbp,6,31
zzzzzzzbq,8,44
zzzzzzzbr,0,30
zzzzzzzbs,1,13
zzzzzzzbt,3,37
zzzzzzzbu,9,11
zzzzzzzbv,4,45
zzzzzzzbw,7,15
zzzzzzzbx,2,37
zzzzzzzby,5,37
zzzzzzzbz,3,27
zzzzzzzca,9,21
zzzzzzzcb,9,9
zzzzzzzcc,6,32
zzzzzzzcd,8,32
zzzzzzzce,3,40
zzzzzzzcf,6,38
zzzzzzzcg,2,48
zzzzzzzch,3,0
zzzzzzzci,3,15
zzzzzzzcj,4,38
zzzzzzzck,9,37
zzzzzzzcl,4,40
zzzzzzzcm,9,43
zzzzzzzcn,9,30
zzzzzzzco,5,38
zzzzzzzcp,8,16
zzzzzzzcq,3,42
zzzzzzzcr,6,33
zzzzzzzcs,1,45
zzzzzzzct,1,17
zzzzzzzcu,0,48
zzzzzzzcv,5,37
zzzzzzzcw,2,45
zzzzzzzcx,0,38
zzzzzzzcy,1,7
zzzzzzzcz,8,24
zzzzzzzda,3,6
zzzzzzzdb,3,33
zzzzzzzdc,2,13
zzzzzzzdd,6,23
zzzzzzzde,2,19
zzzzzzzdf,4,20
zzzzzzzdg,4,46
zzzzzzzdh,4,43
zzzzzzzdi,3,20
zzzzzzzdj,1,5
zzzzzzzdk,7,11
zzzzzzzdl,5,41
zzzzzzzdm,3,38
zzzzzzzdn,3,36
zzzzzzzdo,1,30
zzzzzzzdp,3,22
zzzzzzzdq,0,49
zzzzzzzdr,8,26
zzzzzzzds,3,25
zzzzzzzdt,3,45
zzzzzzzdu,5,31
zzzzzzzdv,3,44
zzzzzzzdw,4,41
zzzzzzzdx,5,24
zzzzzzzdy,4,6
zzzzzzzdz,6,13
zzzzzzzea,1,27
zzzzzzzeb,3,12
zzzzzzzec,3,44
zzzzzzzed,6,1
zzzzzzzee,8,13
zzzzzzzef,9,22
zzzzzzzeg,3,22
zzzzzzzeh,0,9
zzzzzzzei,4,34
zzzzzzzej,3,33
zzzzzzzek,0,16
zzzzzzzel,2,39
zzzzzzzem,3,47
zzzzzzzen,6,3
zzzzzzzeo,0,46
zzzzzzzep,7,1
zzzzzzzeq,4,44
zzzzzzzer,6,49
zzzzzzzes,0,48
zzzzzzzet,4,21
zzzzzzzeu,8,10
zzzzzzzev,7,39
zzzzzzzew,5,21
zzzzzzzex,6,6
zzzzzzzey,5,21
zzzzzzzez,4,45
zzzzzzzfa,8,48
zzzzzzzfb,5,16
zzzzzzzfc,7,32
zzzzzzzfd,7,43
zzzzzzzfe,0,44
zzzzzzzff,5,27
zzzzzzzfg,3,40
zzzzzzzfh,9,4
zzzzzzzfi,0,7
zzzzzzzfj,4,17
zzzzzzzfk,8,18
zzzzzzzfl,6,28
zzzzzzzfm,1,37
zzzzzzzfn,9,2
zzzzzzzfo,4,49
zzzzzzzfp,2,8
zzzzzzzfq,8,2
zzzzzzzfr,5,18
zzzzzzzfs,2,44
zzzzzzzft,5,47
zzzzzzzfu,9,46
zzzzzzzfv,3,4
zzzzzzzfw,2,30
zzzzzzzfx,7,3
zzzzzzzfy,4,43
zzzzzzzfz,2,27
zzzzzzzga,6,13
zzzzzzzgb,4,24
zzzzzzzgc,1,7
zzzzzzzgd,0,17
zzzzzzzge,8,3
zzzzzzzgf,4,30
zzzzzzzgg,5,36
zzzzzzzgh,1,16
zzzzzzzgi,6,46
zzzzzzzgj,8,37
zzzzzzzgk,3,0
zzzzzzzgl,9,2
zzzzzzzgm,6,24
zzzzzzzgn,9,5
zzzzzzzgo,4,27
zzzzzzzgp,3,0
zzzzzzzgq,6,46
zzzzzzzgr,9,26
zzzzzzzgs,0,30
zzzzzzzgt,5,12
zzzzzzzgu,3,19
zzzzzzzgv,3,1
zzzzzzzgw,2,37
zzzzzzzgx,3,19
zzzzzzzgy,5,41
zzzzzzzgz,0,18
zzzzzzzha,7,42
zzzzzzzhb,9,37
zzzzzzzhc,8,48
zzzzzzzhd,3,8
zzzzzzzhe,0,25
zzzzzzzhf,0,2
zzzzzzzhg,8,19
zzzzzzzhh,0,6
zzzzzzzhi,8,10
zzzzzzzhj,2,49
zzzzzzzhk,8,20
zzzzzzzhl,7,15
zzzzzzzhm,6,31
zzzzzzzhn,4,43
zzzzzzzho,9,26
zzzzzzzhp,1,45
zzzzzzzhq,8,29
zzzzzzzhr,0,29
zzzzzzzhs,9,18
zzzzzzzht,1,0
zzzzzzzhu,4,47
zzzzzzzhv,3,24
zzzzzzzhw,3,45
zzzzzzzhx,1,45
zzzzzzzhy,5,3
zzzzzzzhz,9,34
zzzzzzzia,2,45
zzzzzzzib,4,40
zzzzzzzic,3,20
zzzzzzzid,3,4
zzzzzzzie,8,42
zzzzzzzif,3,17
zzzzzzzig,9,45
zzzzzzzih,7,32
zzzzzzzii,7,6
zzzzzzzij,1,24
zzzzzzzik,8,6
zzzzzzzil,3,6
zzzzzzzim,9,15
zzzzzzzin,2,44
zzzzzzzio,6,26
zzzzzzzip,8,29
zzzzzzziq,0,38
zzzzzzzir,4,2
zzzzzzzis,1,5
zzzzzzzit,0,0
zzzzzzziu,2,14
zzzzzzziv,6,0
zzzzzzziw,3,35
zzzzzzzix,4,31
zzzzzzziy,0,7
zzzzzzziz,9,17
zzzzzzzja,1,0
zzzzzzzjb,3,21
zzzzzzzjc,7,8
zzzzzzzjd,0,21
zzzzzzzje,6,0
zzzzzzzjf,8,0
zzzzzzzjg,4,36
zzzzzzzjh,1,39
zzzzzzzji,6,26
zzzzzzzjj,0,1
zzzzzzzjk,1,39
zzzzzzzjl,4,25
zzzzzzzjm,8,15
zzzzzzzjn,0,21
zzzzzzzjo,3,5
zzzzzzzjp,8,48
zzzzzzzjq,7,39
zzzzzzzjr,1,43
zzzzzzzjs,5,30
zzzzzzzjt,4,41
zzzzzzzju,5,6
zzzzzzzjv,9,16
zzzzzzzjw,3,11
zzzzzzzjx,2,40
zzzzzzzjy,1,3
zzzzzzzjz,5,16
zzzzzzzka,6,47
zzzzzzzkb,3,34
zzzzzzzkc,0,0
zzzzzzzkd,5,48
zzzzzzzke,1,25
zzzzzzzkf,7,17
zzzzzzzkg,2,17
zzzzzzzkh,7,48
zzzzzzzki,0,34
zzzzzzzkj,7,42
zzzzzzzkk,2,7
zzzzzzzkl,0,17
zzzzzzzkm,9,4
zzzzzzzkn,5,5
zzzzzzzko,0,49
zzzzzzzkp,6,18
zzzzzzzkq,4,22
zzzzzzzkr,6,17
zzzzzzzks,9,24
zzzzzzzkt,3,2
zzzzzzzku,7,18
zzzzzzzkv,3,4
zzzzzzzkw,4,2
zzzzzzzkx,6,24
zzzzzzzky,7,17
zzzzzzzkz,3,20
zzzzzzzla,0,43
zzzzzzzlb,6,9
zzzzzzzlc,6,48
zzzzzzzld,9,38
zzzzzzzle,2,20
zzzzzzzlf,1,42
zzzzzzzlg,5,27
zzzzzzzlh,5,21
zzzzzzzli,8,40
zzzzzzzlj,4,22
zzzzzzzlk,4,14
zzzzzzzll,2,15
zzzzzzzlm,5,31
zzzzzzzln,2,32
zzzzzzzlo,0,29
zzzzzzzlp,2,46
zzzzzzzlq,9,7
zzzzzzzlr,2,40
zzzzzzzls,4,44
zzzzzzzlt,5,33
zzzzzzzlu,9,8
zzzzzzzlv,8,3
zzzzzzzlw,3,44
zzzzzzzlx,6,25
zzzzzzzly,7,4
zzzzzzzlz,0,26
zzzzzzzma,5,26
zzzzzzzmb,2,34
zzzzzzzmc,7,49
zzzzzzzmd,1,10
zzzzzzzme,1,44
zzzzzzzmf,7,9
zzzzzzzmg,9,24
zzzzzzzmh,5,9
zzzzzzzmi,8,16
zzzzzzzmj,8,13
zzzzzzzmk,7,39
zzzzzzzml,7,26
zzzzzzzmm,7,29
zzzzzzzmn,4,26
zzzzzzzmo,2,46
zzzzzzzmp,4,48
zzzzzzzmq,1,42
zzzzzzzmr,8,28
zzzzzzzms,7,45
zzzzzzzmt,1,0
zzzzzzzmu,0,19
zzzzzzzmv,6,43
zzzzzzzmw,3,42
zzzzzzzmx,5,21
zzzzzzzmy,9,4
zzzzzzzmz,2,18
zzzzzzzna,4,34
zzzzzzznb,5,7
zzzzzzznc,4,8
zzzzzzznd,7,13
zzzzzzzne,6,38
zzzzzzznf,7,16
zzzzzzzng,9,23
zzzzzzznh,9,41
zzzzzzzni,0,9
zzzzzzznj,6,32
zzzzzzznk,8,21
zzzzzzznl,9,14
zzzzzzznm,5,20
zzzzzzznn,3,33
zzzzzzzno,2,5
zzzzzzznp,3,40
zzzzzzznq,1,24
zzzzzzznr,3,35
zzzzzzzns,8,12
zzzzzzznt,1,37
zzzzzzznu,9,47
zzzzzzznv,2,16
zzzzzzznw,8,26
zzzzzzznx,8,30
zzzzzzzny,9,11
zzzzzzznz,4,9
zzzzzzzoa,1,14
zzzzzzzob,6,21
zzzzzzzoc,0,18
zzzzzzzod,5,48
zzzzzzzoe,0,17
zzzzzzzof,5,5
zzzzzzzog,8,10
zzzzzzzoh,1,44
zzzzzzzoi,8,48
zzzzzzzoj,0,35
zzzzzzzok,2,5
zzzzzzzol,3,10
zzzzzzzom,9,36
zzzzzzzon,4,38
zzzzzzzoo,3,12
zzzzzzzop,4,24
zzzzzzzoq,7,37
zzzzzzzor,0,33
zzzzzzzos,7,26
zzzzzzzot,7,38
zzzzzzzou,2,3
zzzzzzzov,8,11
zzzzzzzow,2,3
zzzzzzzox,7,0
zzzzzzzoy,8,49
zzzzzzzoz,1,35
zzzzzzzpa,1,15
zzzzzzzpb,1,45
zzzzzzzpc,5,37
zzzzzzzpd,0,26
zzzzzzzpe,1,21
zzzzzzzpf,3,0
zzzzzzzpg,0,4
zzzzzzzph,3,4
zzzzzzzpi,2,40
zzzzzzzpj,8,15
zzzzzzzpk,3,47
zzzzzzzpl,3,8
zzzzzzzpm,7,49
zzzzzzzpn,7,11
zzzzzzzpo,5,8
zzzzzzzpp,8,18
zzzzzzzpq,1,5
zzzzzzzpr,3,6
zzzzzzzps,0,43
zzzzzzzpt,6,10
zzzzzzzpu,6,36
zzzzzzzpv,9,37
zzzzzzzpw,5,40
zzzzzzzpx,7,20
zzzzzzzpy,0,7
zzzzzzzpz,8,17
zzzzzzzqa,9,47
zzzzzzzqb,6,23
zzzzzzzqc,1,35
zzzzzzzqd,5,29
zzzzzzzqe,6,18
zzzzzzzqf,7,16
zzzzzzzqg,6,17
zzzzzzzqh,1,9
zzzzzzzqi,5,18
zzzzzzzqj,1,39
zzzzzzzqk,6,17
zzzzzzzql,2,31
zzzzzzzqm,0,26
zzzzzzzqn,3,1
zzzzzzzqo,3,27
zzzzzzzqp,9,33
zzzzzzzqq,2,44
zzzzzzzqr,6,31
zzzzzzzqs,1,15
zzzzzzzqt,3,2
zzzzzzzqu,2,6
zzzzzzzqv,8,20
zzzzzzzqw,0,17
zzzzzzzqx,0,39
zzzzzzzqy,1,20
zzzzzzzqz,0,48
zzzzzzzra,0,46
zzzzzzzrb,3,20
zzzzzzzrc,6,20
zzzzzzzrd,6,16
zzzzzzzre,7,1
zzzzzzzrf,0,30
zzzzzzzrg,7,0
zzzzzzzrh,5,44
zzzzzzzri,5,9
zzzzzzzrj,8,31
zzzzzzzrk,5,37
zzzzzzzrl,0,30
zzzzzzzrm,9,38
zzzzzzzrn,2,17
zzzzzzzro,5,16
zzzzzzzrp,9,8
zzzzzzzrq,8,46
zzzzzzzrr,2,29
zzzzzzzrs,6,13
zzzzzzzrt,6,2
zzzzzzzru,7,38
zzzzzzzrv,0,41
zzzzzzzrw,4,6
zzzzzzzrx,4,37
zzzzzzzry,9,37
zzzzzzzrz,6,0
zzzzzzzsa,2,0
zzzzzzzsb,2,8
zzzzzzzsc,9,35
zzzzzzzsd,1,29
zzzzzzzse,6,21
zzzzzzzsf,8,29
zzzzzzzsg,6,40
zzzzzzzsh,4,18
zzzzzzzsi,1,23
zzzzzzzsj,7,12
zzzzzzzsk,4,8
zzzzzzzsl,7,49
zzzzzzzsm,4,25
zzzzzzzsn,2,3
zzzzzzzso,3,14
zzzzzzzsp,8,7
zzzzzzzsq,0,21
zzzzzzzsr,3,37
zzzzzzzss,9,24
zzzzzzzst,0,28
zzzzzzzsu,1,19
zzzzzzzsv,3,48
zzzzzzzsw,3,45
zzzzzzzsx,2,43
zzzzzzzsy,6,29
zzzzzzzsz,6,12
zzzzzzzta,8,9
zzzzzzztb,2,11
zzzzzzztc,4,17
zzzzzzztd,9,27
zzzzzzzte,0,38
zzzzzzztf,7,20
zzzzzzztg,2,32
zzzzzzzth,2,48
zzzzzzzti,4,9
zzzzzzztj,8,18
zzzzzzztk,7,36
zzzzzzztl,4,28
zzzzzzztm,8,0
zzzzzzztn,6,44
zzzzzzzto,6,21
zzzzzzztp,6,39
zzzzzzztq,7,22
zzzzzzztr,0,12
zzzzzzzts,8,15
zzzzzzztt,8,18
zzzzzzztu,7,36
zzzzzzztv,0,32
zzzzzzztw,3,47
zzzzzzztx,3,28
zzzzzzzty,6,16
zzzzzzztz,2,4
zzzzzzzua,5,40
zzzzzzzub,9,32
zzzzzzzuc,1,8
zzzzzzzud,1,40
zzzzzzzue,7,18
zzzzzzzuf,1,40
zzzzzzzug,7,35
zzzzzzzuh,8,33
zzzzzzzui,8,42
zzzzzzzuj,2,6
zzzzzzzuk,5,35
zzzzzzzul,4,1
zzzzzzzum,4,20
zzzzzzzun,0,1
zzzzzzzuo,1,48
zzzzzzzup,4,25
zzzzzzzuq,6,22
zzzzzzzur,2,13
zzzzzzzus,0,12
zzzzzzzut,0,28
zzzzzzzuu,6,30
zzzzzzzuv,7,17
zzzzzzzuw,3,23
zzzzzzzux,8,15
zzzzzzzuy,5,11
zzzzzzzuz,3,35
zzzzzzzva,3,11
zzzzzzzvb,6,23
zzzzzzzvc,9,1
zzzzzzzvd,9,38
zzzzzzzve,5,34
zzzzzzzvf,7,12
zzzzzzzvg,4,41
zzzzzzzvh,2,8
zzzzzzzvi,9,11
zzzzzzzvj,9,31
zzzzzzzvk,5,17
zzzzzzzvl,9,36
zzzzzzzvm,4,12
zzzzzzzvn,8,48
zzzzzzzvo,7,9
zzzzzzzvp,6,40
zzzzzzzvq,2,26
zzzzzzzvr,8,27
zzzzzzzvs,5,49
zzzzzzzvt,1,24
zzzzzzzvu,5,46
zzzzzzzvv,8,39
zzzzzzzvw,5,13
zzzzzzzvx,7,38
zzzzzzzvy,3,26
zzzzzzzvz,1,6
zzzzzzzwa,5,44
zzzzzzzwb,0,8
zzzzzzzwc,9,14
zzzzzzzwd,1,30
zzzzzzzwe,5,28
zzzzzzzwf,3,44
zzzzzzzwg,6,5
zzzzzzzwh,0,19
zzzzzzzwi,0,13
zzzzzzzwj,5,23
zzzzzzzwk,7,3
zzzzzzzwl,1,1
zzzzzzzwm,2,22
zzzzzzzwn,8,39
zzzzzzzwo,3,14
zzzzzzzwp,0,20
zzzzzzzwq,5,34
zzzzzzzwr,6,41
zzzzzzzws,6,43
zzzzzzzwt,6,22
zzzzzzzwu,9,49
zzzzzzzwv,2,41
zzzzzzzww,7,0
zzzzzzzwx,4,40
zzzzzzzwy,2,47
zzzzzzzwz,5,7
zzzzzzzxa,8,7
zzzzzzzxb,8,17
zzzzzzzxc,9,40
zzzzzzzxd,0,7
zzzzzzzxe,0,43
zzzzzzzxf,8,41
zzzzzzzxg,1,32
zzzzzzzxh,2,1
zzzzzzzxi,1,32
zzzzzzzxj,2,7
zzzzzzzxk,2,30
zzzzzzzxl,1,20
zzzzzzzxm,7,9
zzzzzzzxn,3,36
zzzzzzzxo,7,22
zzzzzzzxp,7,25
zzzzzzzxq,0,19
zzzzzzzxr,9,40
zzzzzzzxs,5,17
zzzzzzzxt,9,4
zzzzzzzxu,6,14
zzzzzzzxv,3,38
zzzzzzzxw,7,28
zzzzzzzxx,2,13
zzzzzzzxy,1,36
zzzzzzzxz,8,42
zzzzzzzya,2,1
zzzzzzzyb,2,27
zzzzzzzyc,4,31
zzzzzzzyd,6,37
zzzzzzzye,7,34
zzzzzzzyf,8,40
zzzzzzzyg,5,43
zzzzzzzyh,5,37
zzzzzzzyi,2,36
zzzzzzzyj,3,12
zzzzzzzyk,3,32
zzzzzzzyl,0,12
zzzzzzzym,8,40
zzzzzzzyn,1,46
zzzzzzzyo,6,14
zzzzzzzyp,9,4
zzzzzzzyq,4,6
zzzzzzzyr,9,4
zzzzzzzys,4,37
zzzzzzzyt,7,39
zzzzzzzyu,0,30
zzzzzzzyv,1,30
zzzzzzzyw,9,8
zzzzzzzyx,9,37
zzzzzzzyy,2,13
zzzzzzzyz,9,3
zzzzzzzza,1,5
zzzzzzzzb,3,25
zzzzzzzzc,5,37
zzzzzzzzd,2,5
zzzzzzzze,4,10
zzzzzzzzf,2,17
zzzzzzzzg,8,2
zzzzzzzzh,2,5
zzzzzzzzi,8,2
zzzzzzzzj,4,8
zzzzzzzzk,1,29
zzzzzzzzl,2,23
zzzzzzzzm,8,1
zzzzzzzzn,8,38
zzzzzzzzo,7,44
zzzzzzzzp,6,10
zzzzzzzzq,8,26
zzzzzzzzr,1,2
zzzzzzzzs,0,41
zzzzzzzzt,8,34
zzzzzzzzu,0,44
zzzzzzzzv,4,38
zzzzzzzzw,4,45
zzzzzzzzx,1,22
zzzzzzzzy,4,7
zzzzzzzzz,6,31
zzzzzzzzaa,8,49
